"Taille","Exemplaire_ID","Maximum value","Counting sort","QuickSort","QuickSort_Seuil_Exp","QuickSort_Rand_Pivot-Seuil_Exp"
"1000","28","3979","0.0","0.008976936340332031","0.007978200912475586","0.001795339584350586"
"1000","29","3992","0.0","0.02095198631286621","0.019911766052246094","0.001798534393310547"
"5000","0","4999","0.0","0.011950254440307617","0.011996746063232422","0.01077113151550293"
"5000","1","5000","0.0","0.011970281600952148","0.011967658996582031","0.011269950866699218"
"5000","2","5000","0.0","0.010969400405883789","0.011967658996582031","0.010970997810363769"
"5000","3","5000","0.0","0.01196742057800293","0.01196599006652832","0.01077120304107666"
"5000","4","5000","0.0","0.010970592498779297","0.01196908950805664","0.011269521713256837"
"5000","5","4999","0.0","0.010968208312988281","0.010970592498779297","0.011170077323913574"
"5000","6","5000","0.0","0.010971784591674805","0.009975671768188477","0.011266851425170898"
"5000","7","4999","0.0","0.011970281600952148","0.010970354080200195","0.010970330238342286"
"5000","8","5000","0.0","0.011956930160522461","0.010970830917358398","0.010970163345336913"
"5000","9","5000","0.0","0.010970115661621094","0.011968135833740234","0.010870909690856934"
"5000","10","327665438","0.0","0.01096963882446289","0.010970830917358398","0.010870885848999024"
"5000","11","327611849","0.0","0.011972665786743164","0.010967731475830078","0.010969781875610351"
"5000","12","327589493","0.0","0.010968208312988281","0.010978221893310547","0.0110701322555542"
"5000","13","327571352","0.0","0.010970354080200195","0.010970592498779297","0.010871171951293945"
"5000","14","327656381","0.0","0.010971307754516602","0.010970115661621094","0.011169958114624023"
"5000","15","327678945","0.0","0.011937618255615234","0.010970830917358398","0.011768507957458495"
"5000","16","327486506","0.0","0.011968135833740234","0.010970592498779297","0.010970640182495116"
"5000","17","327636476","0.0","0.011968135833740234","0.010970115661621094","0.011466598510742188"
"5000","18","327650332","0.0","0.010976314544677734","0.01096963882446289","0.010970449447631836"
"5000","19","327673301","0.0","0.011972665786743164","0.010973691940307617","0.010870647430419923"
"5000","20","19991","0.0","0.06782174110412598","0.0717768669128418","0.010873770713806153"
"5000","21","19990","0.0","0.03291177749633789","0.03391242027282715","0.010770916938781738"
"5000","22","19942","0.0","0.028924942016601562","0.030916929244995117","0.010671520233154297"
"5000","23","19923","0.0","0.027924299240112305","0.029920578002929688","0.01076819896697998"
"5000","24","19970","0.0","0.04390668869018555","0.04488635063171387","0.010671520233154297"
"5000","25","19976","0.0","0.06582832336425781","0.06679177284240723","0.010773944854736327"
"5000","26","19997","0.0","0.03590083122253418","0.0368959903717041","0.010671877861022949"
"5000","27","19986","0.0","0.036901235580444336","0.037899017333984375","0.011170244216918946"
"5000","28","19922","0.0","0.0548551082611084","0.05482339859008789","0.010873889923095703"
"5000","29","19930","0.0","0.03091716766357422","0.03191494941711426","0.010870647430419923"
"10000","0","9995","0.0","0.025957345962524414","0.025933265686035156","0.024235057830810546"
"10000","1","10000","0.0","0.02593517303466797","0.025929689407348633","0.02433483600616455"
"10000","2","9999","0.0","0.02293682098388672","0.023936986923217773","0.024235081672668458"
"10000","3","10000","0.0","0.022934675216674805","0.02393484115600586","0.02373692989349365"
"10000","4","10000","0.0","0.023936033248901367","0.023938894271850586","0.024035429954528807"
"10000","5","9998","0.0","0.026928424835205078","0.024936676025390625","0.024231719970703124"
"10000","6","9999","0.0","0.0249330997467041","0.025931119918823242","0.024238038063049316"
"10000","7","9999","0.0","0.025931119918823242","0.0249330997467041","0.024135470390319824"
"10000","8","9998","0.0","0.023935794830322266","0.02393651008605957","0.024534034729003906"
"10000","9","9999","0.0","0.02393484115600586","0.02393627166748047","0.02403261661529541"
"10000","10","655327836","0.0","0.024906635284423828","0.025929927825927734","0.023636746406555175"
"10000","11","655326262","0.0","0.023935556411743164","0.024961471557617188","0.02393519878387451"
"10000","12","655331381","0.0","0.024933338165283203","0.024933576583862305","0.023936200141906738"
"10000","13","655323083","0.0","0.027924299240112305","0.026929378509521484","0.023637032508850096"
"10000","14","655352935","0.0","0.024930477142333984","0.02493596076965332","0.023437142372131348"
"10000","15","655303498","0.0","0.025931119918823242","0.02592611312866211","0.024135875701904296"
"10000","16","655086782","0.0","0.023935794830322266","0.024933338165283203","0.02423515319824219"
"10000","17","655281085","0.0","0.025928735733032227","0.02496337890625","0.02373356819152832"
"10000","18","655297674","0.0","0.024933338165283203","0.02495574951171875","0.02333827018737793"
"10000","19","655354541","0.0","0.024961471557617188","0.02493429183959961","0.02423515319824219"
"10000","20","39883","0.0","0.08079004287719727","0.08377218246459961","0.023633790016174317"
"10000","21","39931","0.0","0.10870909690856934","0.10871100425720215","0.023237895965576173"
"10000","22","39920","0.0","0.11671853065490723","0.11867976188659668","0.02363708019256592"
"10000","23","39969","0.0","0.08876276016235352","0.09075736999511719","0.02313811779022217"
"10000","24","39852","0.0","0.08280158042907715","0.0847775936126709","0.023537182807922365"
"10000","25","39931","0.0","0.06183457374572754","0.0628354549407959","0.02373638153076172"
"10000","26","39859","0.0","0.10568952560424805","0.10870885848999023","0.023340368270874025"
"10000","27","39988","0.0","0.11070418357849121","0.11569023132324219","0.023337554931640626"
"10000","28","39983","0.0","0.07579970359802246","0.07779097557067871","0.02413475513458252"
"10000","29","39984","0.0","0.06382894515991211","0.06682133674621582","0.02304122447967529"
"50000","0","50000","0.0","0.14757633209228516","0.14763283729553223","0.1449124574661255"
"50000","1","50000","0.0","0.13962697982788086","0.14259099960327148","0.14531126022338867"
"50000","2","49999","0.0","0.14561748504638672","0.14959025382995605","0.14451100826263427"
"50000","3","49999","0.0","0.1525895595550537","0.15555596351623535","0.14242222309112548"
"50000","4","50000","0.0","0.15059757232666016","0.15259242057800293","0.14441354274749757"
"50000","5","49997","0.0","0.15657901763916016","0.15658092498779297","0.14241914749145507"
"50000","6","50000","0.0","0.14760565757751465","0.14957284927368164","0.14321963787078856"
"50000","7","50000","0.0","0.1436452865600586","0.1495974063873291","0.14431436061859132"
"50000","8","50000","0.0","0.1406247615814209","0.14162039756774902","0.1426156997680664"
"50000","9","49998","0.0","0.1515941619873047","0.1545867919921875","0.1454113245010376"
"50000","10","3276722395","0.0","0.14062094688415527","0.1436152458190918","0.1452113389968872"
"50000","11","3276793342","0.0","0.14261841773986816","0.1436159610748291","0.14520854949951173"
"50000","12","3276783954","0.0","0.14361953735351562","0.14859914779663086","0.14411466121673583"
"50000","13","3276594061","0.0","0.13965439796447754","0.14258980751037598","0.14511191844940186"
"50000","14","3276612205","0.0","0.14461064338684082","0.14757871627807617","0.14351882934570312"
"50000","15","3276793226","0.0","0.14561080932617188","0.15358662605285645","0.14451370239257813"
"50000","16","3276735939","0.0","0.1525895595550537","0.15658354759216309","0.14421122074127196"
"50000","17","3276713753","0.0","0.15259194374084473","0.1545875072479248","0.14431118965148926"
"50000","18","3276774067","0.0","0.15259504318237305","0.15555381774902344","0.1479043483734131"
"50000","19","3276662296","0.0","0.14261770248413086","0.14261937141418457","0.14521148204803466"
"50000","20","199992","0.0","0.33910274505615234","0.3560349941253662","0.14321417808532716"
"50000","21","199946","0.0","0.48971986770629883","0.49564456939697266","0.13892841339111328"
"50000","22","199956","0.0","0.45777082443237305","0.4747030735015869","0.14032740592956544"
"50000","23","199962","0.0","0.7011528015136719","0.7091033458709717","0.13942432403564453"
"50000","24","199926","0.0","0.4776911735534668","0.49869513511657715","0.1369335889816284"
"50000","25","199917","0.0","0.36402273178100586","0.3779890537261963","0.13892815113067628"
"50000","26","199957","0.0","0.5435159206390381","0.5505561828613281","0.14022204875946045"
"50000","27","199977","0.0","0.6502623558044434","0.6662178039550781","0.14211685657501222"
"50000","28","199992","0.0","0.7599644660949707","0.7789232730865479","0.13992533683776856"
"50000","29","199976","0.0","0.3869593143463135","0.4019315242767334","0.13862621784210205"
"100000","0","99998","0.0","0.30019283294677734","0.30617785453796387","0.3079737901687622"
"100000","1","99999","0.0","0.31316566467285156","0.31714749336242676","0.3077738285064697"
"100000","2","100000","0.0","0.31116509437561035","0.31116795539855957","0.3114668607711792"
"100000","3","99998","0.0","0.32712483406066895","0.32410526275634766","0.3073778867721558"
"100000","4","100000","0.0","0.32512784004211426","0.3251316547393799","0.3146554708480835"
"100000","5","99999","0.0","0.3031888008117676","0.30521202087402344","0.3078737497329712"
"100000","6","99999","0.0","0.31116580963134766","0.3141598701477051","0.3096688985824585"
"100000","7","100000","0.0","0.30814385414123535","0.3091731071472168","0.3079762697219849"
"100000","8","100000","0.0","0.3201150894165039","0.32114124298095703","0.3105693101882935"
"100000","9","100000","0.0","0.30518341064453125","0.30521130561828613","0.3104668140411377"
"100000","10","6553492596","0.0","0.31714773178100586","0.3171238899230957","0.3074804306030273"
"100000","11","6553389654","0.0","0.30219340324401855","0.30518245697021484","0.30667691230773925"
"100000","12","6553560837","0.0","0.31815075874328613","0.31911444664001465","0.313760781288147"
"100000","13","6553561928","0.0","0.3201441764831543","0.32213878631591797","0.31037254333496095"
"100000","14","6553440357","0.0","0.3181493282318115","0.32114100456237793","0.3134646415710449"
"100000","15","6553569851","0.0","0.3081812858581543","0.3121347427368164","0.31236450672149657"
"100000","16","6553569179","0.0","0.30515599250793457","0.30518388748168945","0.31256399154663084"
"100000","17","6553536000","0.0","0.3251302242279053","0.326127290725708","0.31735429763793943"
"100000","18","6553597516","0.0","0.3231356143951416","0.3251626491546631","0.30946903228759765"
"100000","19","6553492118","0.0","0.3281219005584717","0.33011746406555176","0.31246423721313477"
"100000","20","399984","0.0","0.8277859687805176","0.8587033748626709","0.2990999698638916"
"100000","21","399998","0.0","0.7988913059234619","0.8367347717285156","0.2976038932800293"
"100000","22","399999","0.0","0.6731991767883301","0.7120954990386963","0.2989006042480469"
"100000","23","399993","0.0","0.6791834831237793","0.7250304222106934","0.294213080406189"
"100000","24","399958","0.0","1.2137537002563477","1.2586333751678467","0.2972076416015625"
"100000","25","399988","0.0","1.4141895771026611","1.4431397914886475","0.2978034973144531"
"100000","26","399949","0.0","0.7460043430328369","0.7829058170318604","0.29630753993988035"
"100000","27","399999","0.0","0.9524519443511963","1.001321792602539","0.2964071750640869"
"100000","28","399924","0.0","1.4272136688232422","1.4680423736572266","0.2960082530975342"
"100000","29","399948","0.0","0.8267884254455566","0.8676791191101074","0.2944134950637817"
"500000","0","500000","0.0","2.0106210708618164","2.007601261138916","2.0037065982818603"
"500000","1","499994","0.0","2.3163657188415527","2.4812536239624023","2.079285144805908"
"500000","2","499998","0.0","2.1053974628448486","2.058495283126831","1.9366172790527343"
"500000","3","500000","0.0","2.0834577083587646","2.0913760662078857","1.983996319770813"
"500000","4","500000","0.0","1.988715648651123","1.9826912879943848","2.020387125015259"
"500000","5","499998","0.0","2.0761451721191406","2.0806427001953125","1.9534094095230103"
"500000","6","500000","0.0","2.1612212657928467","2.1971230506896973","1.9271453619003296"
"500000","7","500000","0.0","1.9897096157073975","1.9777107238769531","1.9532755374908448"
"500000","8","500000","0.0","2.050516128540039","2.032594680786133","1.9548681497573852"
"500000","9","500000","0.0","1.949784755706787","1.9537758827209473","1.9583647489547729"
"500000","10","32767970643","0.0","1.9487583637237549","1.9538040161132812","1.9796051740646363"
"500000","11","32767944006","0.0","1.9388432502746582","1.928844690322876","1.9528733968734742"
"500000","12","32767955095","0.0","1.9886517524719238","1.9777405261993408","1.970426654815674"
"500000","13","32767920860","0.0","2.0046346187591553","2.086390256881714","2.005139708518982"
"500000","14","32767701964","0.0","2.11631178855896","2.1103551387786865","2.012317657470703"
"500000","15","32767987353","0.0","2.043532133102417","2.023587226867676","1.9787048816680908"
"500000","16","32767906956","0.0","2.005636692047119","2.017634868621826","1.9516769886016845"
"500000","17","32767995526","0.0","2.0335586071014404","2.0714311599731445","1.9515801429748536"
"500000","18","32767982764","0.0","1.9338021278381348","1.9328293800354004","1.9687340974807739"
"500000","19","32767998644","0.0","1.9956631660461426","1.9757144451141357","1.9446985960006713"
"500000","20","1999949","0.0","3.675170660018921","3.8377633094787598","1.7903114557266235"
"500000","21","1999973","0.0","3.800806760787964","3.9754042625427246","1.7222896337509155"
"500000","22","1999998","0.0","4.611665964126587","4.730348110198975","1.7890178918838502"
"500000","23","1999974","0.0","7.280495882034302","7.437107801437378","1.76338632106781"
"500000","24","1999865","0.0","5.100358247756958","5.315781831741333","1.7378545999526978"
"500000","25","1999973","0.0","22.925652503967285","23.720553874969482","1.7395500183105468"
"500000","26","1999829","0.0","5.882242441177368","6.129605770111084","1.719800019264221"
"500000","27","1999994","0.0","18.252148628234863","18.790769577026367","1.7540056943893432"
"500000","28","1999943","0.0","3.6063241958618164","3.7529869079589844","1.7532109260559081"
"500000","29","1999990","0.0","7.882887363433838","8.10532021522522","1.7493210792541505"
